Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Letter,1940,William Wyler,"['Drama', 'Crime']",nan,3.64,95,['USA'],English,['English'],13865,8456,2865,"['Bette Davis', 'Herbert Marshall', 'James Stephenson', 'Frieda Inescort', 'Gale Sondergaard', 'Bruce Lester', 'Elizabeth Inglis', 'Cecil Kellaway', 'Victor Sen Yung', 'Doris Lloyd', 'Willie Fung', 'Tetsu Komai', 'Zita Baca', 'Brooks Benedict', 'William A. Boardway', 'David Bruce', 'James Carlisle', 'George Ford', 'Roland Got', 'Sam Harris', 'Holmes Herbert', 'Charles Irwin', 'Pete G. Katchenaro', 'Crauford Kent', 'Carl M. Leviness', 'Al Lloyd', 'Robert Locke Lorraine', 'Philo McCullough', 'Leonard Mudie', 'David Newell', 'Paul Panzer', 'Thomas Pogue', 'John Ridgely', 'Leslie Sketchley', 'Douglas Walton', 'Leo White', 'Otto Yamaoka']",['Warner Bros. Pictures'],https://letterboxd.com//film/the-letter/
The Long Voyage Home,1940,John Ford,"['Drama', 'War']",nan,3.65,105,['USA'],English,['English'],5504,5754,1249,"['John Wayne', 'Thomas Mitchell', 'Ian Hunter', 'Barry Fitzgerald', 'Wilfrid Lawson', 'John Qualen', 'Mildred Natwick', 'Ward Bond', 'Arthur Shields', 'Joe Sawyer', 'Rafaela Ottiano', 'Jack Pennick', 'Douglas Walton', 'Billy Bevan', 'Judith Linden', 'James Flavin', 'Lionel Pape', 'Wyndham Standing', 'Blue Washington', 'Harry Woods', 'J. M. Kerrigan', 'Carmen Morales', 'Bob Perry', 'Constant Franke', 'David Hughes', 'Constantine Romanoff', 'Danny Borzage', 'Harry Tenbrook', 'Cyril McLaglen', 'Mary Carewe', 'Bing Conley', 'Jane Crowley', ""Carmen D'Antonio"", 'Lowell Drew', 'Soledad Gonzales', 'Guy Kingsford', 'Elena Martínez', 'Tina Menard', 'Art Miles', 'Luanne Robb', 'Ky Robinson', 'Maureen Roden-Ryan', 'Lee Shumway', 'Leslie Sketchley', 'Roger Steele', 'Sammy Stein']","['United Artists', 'Argosy Pictures', 'Walter Wanger Productions']",https://letterboxd.com//film/the-long-voyage-home/
Our Town,1940,Sam Wood,"['Romance', 'Drama']",nan,3.07,90,['USA'],English,['English'],2174,3194,230,"['William Holden', 'Martha Scott', 'Fay Bainter', 'Beulah Bondi', 'Thomas Mitchell', 'Guy Kibbee', 'Frank Craven', 'Stuart Erwin', 'Ruth Tobey', 'Doro Merande', 'Charles Trowbridge', 'Philip Wood', 'Arthur Allen', 'Douglas Gardner', 'Spencer Charters', 'Dix Davis', 'Ralph Gilliam', 'Paula Lane', 'Donn Stokes', 'Tom Drake', 'Dan White', 'Tim Davis']","['United Artists', 'Sol Lesser Productions']",https://letterboxd.com//film/our-town/
The Philadelphia Story,1940,George Cukor,"['Romance', 'Comedy']",nan,3.99,113,['USA'],English,"['English', 'French']",86622,43334,25380,"['Cary Grant', 'Katharine Hepburn', 'James Stewart', 'Ruth Hussey', 'John Howard', 'Roland Young', 'John Halliday', 'Mary Nash', 'Virginia Weidler', 'Henry Daniell', 'Lionel Pape', 'Rex Evans', 'King Baggot', 'Hillary Brooke', 'Veda Buckland', 'Lita Chevret', 'Russ Clark', 'David Clyde', 'Robert De Bruce', 'Dorothy Fay', 'Claude King', 'Eric Mayne', 'Florine McKinney', 'Lee Phelps', 'Hilda Plowright', 'Helene Reynolds', 'Mildred Shay', 'Joseph Sweeney', 'Sally Cleaves', 'Oliver Cross', 'Dick Gordon', 'Sam Harris', 'Frank McLure', 'Paul Power', 'Ellinor Vanderveer', 'Florence Wix']",['Metro-Goldwyn-Mayer'],https://letterboxd.com//film/the-philadelphia-story/
Rebecca,1940,Alfred Hitchcock,"['Mystery', 'Drama', 'Thriller', 'Romance']",nan,4.11,130,['USA'],English,"['English', 'French']",144945,66897,40304,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson', 'Nigel Bruce', 'Reginald Denny', 'C. Aubrey Smith', 'Gladys Cooper', 'Florence Bates', 'Melville Cooper', 'Leo G. Carroll', 'Leonard Carey', 'Lumsden Hare', 'Edward Fielding', 'Philip Winter', 'Forrester Harvey', 'Bunny Beatty', 'Billy Bevan', 'Egon Brecher', 'Gino Corrado', 'Alfred Hitchcock', 'Leyland Hodgson', 'Alphonse Martell', ""William H. O'Brien"", 'Ronald R. Rondell', 'Phyllis Woodward']","['Selznick International Pictures', 'United Artists']",https://letterboxd.com//film/rebecca/
Blossoms in the Dust,1941,Mervyn LeRoy,"['Romance', 'Drama']",nan,3.31,99,['USA'],English,['English'],1449,2683,223,"['Greer Garson', 'Walter Pidgeon', 'Felix Bressart', 'Marsha Hunt', 'Fay Holden', 'Samuel S. Hinds', 'Kathleen Howard', 'George Lessey', 'William Henry', ""Henry O'Neill"", 'John Eldredge', 'Clinton Rosemond', 'Theresa Harris', 'Charles Arnt', 'Cecil Cunningham', 'Marc Lawrence', 'Edith Evanson', 'Edward Fielding', 'Harry Hayden', 'Howard Hickman', 'Selmer Jackson', 'Cy Kendall', 'Clarence Kolb', 'Carroll Nye', ""Oscar O'Shea"", 'Emory Parnell', 'Almira Sessions', 'Emmett Vogan', 'Douglas Wood', 'Will Wright', 'Mary Taylor', 'Claire Du Brey', 'Frank Faylen', 'Edwin Maxwell', 'Frank McLure', 'Roger Moore']",['Metro-Goldwyn-Mayer'],https://letterboxd.com//film/blossoms-in-the-dust/
Citizen Kane,1941,Orson Welles,"['Mystery', 'Drama']",5,4.22,119,['USA'],English,['English'],598771,146885,163066,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Ray Collins', 'George Coulouris', 'Agnes Moorehead', 'Paul Stewart', 'Ruth Warrick', 'Erskine Sanford', 'William Alland', 'Everett Sloane', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan', 'Gregg Toland', 'Don Ackerman', 'Nat King Cole', 'Gino Corrado', 'Maurice Costello', 'Demetrius Alexis', 'Gene Coogan', 'Art Dupuis', 'Rudy Germane', 'Mike Lally', 'Walter Lawrence', 'John Northpole', 'Victor Romito', 'Bob Terry', 'William Alston', 'Jack Gargan', 'Bert Moorhouse', 'Carmen Laroux', 'Sam Ash', 'Buddy Messinger', 'Terrance Ray', 'Sally Corner', 'Walter Bacon', 'Herbert Corthell', 'Harry A. Bailey', 'Danny Borzage', 'J.J. Clark', 'Tom Coleman', 'Carl Deloro', 'Jack Egan', 'Robert Haines', 'Ludwig Lowry', 'John McCormack', 'Hercules Mendez', ""Paddy O'Flynn"", 'Sam Rice', 'Don Roberts', 'Larry Wheat', 'Larry Williams', 'Joan Blair', 'Morgan Brown', 'Harry Burkhardt', 'Edmund Cobb', 'Eddie Coke', 'Louis Natheaux', ""Arthur O'Connell"", 'Guy Repp', 'Tom Steele', 'Richard Wilson', 'Louise Currie', 'Walter Sande', 'Jan Wiley', 'Milton Kibbee', 'Buck Mack', 'Alan Ladd', 'Thomas A. Curran', 'Jack Curtis', 'George Noisom', 'Gerald Pierce', 'Dona Dax', 'George DeNormand', 'Bud Geary', 'Bert LeBaron', 'Clyde McAtee', 'Cyril Ring', 'Roland Winters', 'Lew Harvey', 'Herman J. Mankiewicz', 'Eddie Dew', 'Perc Launders', 'John Dilson', 'Walter James', 'Robert Dudley', 'Suzanne Dulier', 'Al Eben', 'Johnny Eckert', 'Carl Ekberg', 'Edith Evanson', 'Carl Faulkner', 'Juanita Fields', 'Edna Mae Jones', 'Leda Nicova', 'Jolane Reynolds', 'Suzanne Ridgway', 'Olin Francis', 'Louise Franklin', 'Renee Godfrey', 'Peter Gowland', 'Jimmy Grant', 'Jesse Graves', 'Ernest Grooney', 'Jack Gwynne', 'Teddy Mangean', 'Henry Hebert', ""Bryan 'Slim' Hightower"", 'Mitchell Ingraham', 'Philip Morris', 'Francis Sayles', 'George W. Jimenez', 'Ellen Lowe', 'James T. Mack', 'Mickey Martin', 'Bruce Sidney', 'Major McBride', 'Frank McLure', 'Charles Meakin', 'Edward Peil Jr.', 'Irving Mitchell', 'Frances E. Neal', 'Lillian Nicholson', 'Joseph North', ""William H. O'Brien"", 'Field Norton', 'Dick Scott', ""Frank O'Connor"", 'Russ Powell', 'Bert Stevens', 'Thomas Pogue', ""Lillian O'Malley"", 'Jack Raymond', 'Gohr Van Vleck', 'Myrtle Rishell', 'Benny Rubin', 'Shimen Ruskin', 'George Sherwood', 'Edward Ryan', 'Landers Stevens', 'Harry J. Vejar', 'Tudor Williams', 'Arthur Yeoman', 'Tim Davis', 'Charles Bennett', 'Arthur Kay', 'John Alban']","['Mercury Productions', 'RKO Radio Pictures']",https://letterboxd.com//film/citizen-kane/
Here Comes Mr. Jordan,1941,Alexander Hall,"['Comedy', 'Romance', 'Fantasy']",nan,3.63,94,['USA'],English,['English'],5534,6271,1171,"['Robert Montgomery', 'Evelyn Keyes', 'Claude Rains', 'Rita Johnson', 'Edward Everett Horton', 'James Gleason', 'John Emery', 'Donald MacBride', 'Don Costello', 'Halliwell Hobbes', 'Benny Rubin', 'Warren Ashe', 'Lloyd Bridges', 'Chester Conklin', 'Maurice Costello', 'Joseph Crehan', 'Selmer Jackson', 'Bert Young', 'Morgan Brown', 'Eddie Bruce', 'James Carlisle', 'Ken Christy', 'Heinie Conklin', 'Mary Currier', 'Billy Dawson', 'Alex Dreier', 'Edmund Elton', 'William Forrest', 'Jack Gardner', 'Tom Hanlon', 'Theresa Harris', 'Joe Hickey', 'John Ince', 'John Kerns', 'Bobby Larson', 'Carl M. Leviness', 'Max Linder', 'Philo McCullough', 'James Millican', 'Hans Moebus', 'Bert Moorhouse', 'Sol Murgi', 'William Newell', 'Jack Perry', 'Gerald Pierce', 'Cyril Ring', 'Abe Roth', 'Scott Seaton', 'Charles Seel', 'Larry Steers', 'Larry Wheat', 'Douglas Wood']",['Columbia Pictures'],https://letterboxd.com//film/here-comes-mr-jordan/
Hold Back the Dawn,1941,Mitchell Leisen,"['Drama', 'Romance']",nan,3.62,116,['USA'],English,"['English', 'Spanish']",2875,3649,599,"['Charles Boyer', 'Olivia de Havilland', 'Paulette Goddard', 'Victor Francen', 'Walter Abel', 'Curt Bois', 'Rosemary DeCamp', 'Eric Feldary', 'Nestor Paiva', 'Eva Puig', 'Micheline Cheirel', 'Madeleine Lebeau', 'Billy Lee', 'Mikhail Rasumny', 'Charles Arnt', 'Arthur Loft', 'Mitchell Leisen', 'Norman Ainsley', 'George Anderson', 'Gertrude Astor', 'Leon Belasco', 'Karin Booth', 'Bobby Callahan', 'Stephen Chase', 'Russ Clark', 'Chester Clute', 'Frank Dae', 'Gordon De Main', 'Brian Donlevy', 'James Flavin', 'Donald Douglas', 'Jimmie Dundee', 'William D. Faralla', 'Martin Faust', 'Edward Fielding', 'Antonio Filauri', 'John Hamilton', 'Mitchell Ingraham', 'Soledad Jiménez', 'Kitty Kelly', 'Veronica Lake', 'Harold Landon', 'Mala', 'Francisco Marán', 'Buddy Messinger', 'Ella Neal', 'Mrs. Wilfrid North', 'Jean Phillips', 'Henry Roquemore', 'Tony Roux', 'Harry Shannon', 'Jesús Topete', 'Carlos Villarías', 'Richard Webb', 'June Wilkins', 'Sonny Boy Williams']",['Paramount'],https://letterboxd.com//film/hold-back-the-dawn/
How Green Was My Valley,1941,John Ford,['Drama'],nan,3.97,118,['USA'],English,"['English', 'Welsh']",32167,25588,8082,"['Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'Donald Crisp', 'Roddy McDowall', 'John Loder', 'Sara Allgood', 'Barry Fitzgerald', 'Patric Knowles', 'Morton Lowry', 'Arthur Shields', 'Ann E. Todd', 'Frederick Worlock', 'Richard Fraser', 'Evan S. Evans', 'James Monks', 'Rhys Williams', 'Lionel Pape', 'Ethel Griffies', 'Marten Lamont', 'Irving Pichel']",['20th Century Fox'],https://letterboxd.com//film/how-green-was-my-valley/
The Little Foxes,1941,William Wyler,"['History', 'Romance', 'Drama']",nan,3.79,117,['USA'],English,['English'],10494,7727,2305,"['Bette Davis', 'Herbert Marshall', 'Teresa Wright', 'Richard Carlson', 'Dan Duryea', 'Patricia Collinge', 'Charles Dingle', 'Carl Benton Reid', 'Jessica Grayson', 'John Marriott', 'Russell Hicks', 'Lucien Littlefield', 'Virginia Brissac', 'Terry Nibert', ""Henry 'Hot Shot' Thomas"", 'Charles R. Moore', 'Hooper Atchley', 'Al Bridge', 'Tex Driscoll', 'Jesse Graves', 'Lew Kelly', 'Henry Roquemore', 'Kenny Washington']","['RKO Radio Pictures', 'Samuel Goldwyn Productions']",https://letterboxd.com//film/the-little-foxes/
The Maltese Falcon,1941,John Huston,"['Mystery', 'Thriller', 'Crime']",5,3.93,100,['USA'],English,['English'],150198,53181,35521,"['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre', 'Barton MacLane', 'Lee Patrick', 'Sydney Greenstreet', 'Ward Bond', 'Jerome Cowan', 'Elisha Cook Jr.', 'James Burke', 'Murray Alper', 'John Hamilton', 'Charles Drake', 'Chester Gan', 'Creighton Hale', 'Robert Homans', 'William Hopper', 'Walter Huston', 'Hank Mann', 'Jack Mower', 'Emory Parnell']",['Warner Bros. Pictures'],https://letterboxd.com//film/the-maltese-falcon-1941/
One Foot in Heaven,1941,Irving Rapper,['Drama'],nan,3.07,108,['USA'],English,['English'],760,1889,78,"['Fredric March', 'Martha Scott', 'Beulah Bondi', 'Gene Lockhart', 'Elisabeth Fraser', 'Harry Davenport', 'Laura Hope Crews', 'Grant Mitchell', 'Moroni Olsen', 'Frankie Thomas', 'Jerome Cowan', 'Ernest Cossart', 'Nana Bryant', 'Carlotta Jelm', 'Peter Caldwell', 'Casey Johnson', 'Dorothy Adams', 'Joan Anderson', 'Roscoe Ates', 'Leah Baird', 'Clara Blandick', 'Hobart Bosworth', 'Jed Breslau', 'Harlan Briggs', 'Virginia Brissac', 'Mary Brodel', 'Sonny Bupp', 'Chester Conklin', 'Ted Crane', 'Charles Drake', 'Ann Edmonds', 'Sarah Edwards', 'Dick Elliott', 'Fern Emmett', 'Charles Ferguson', 'Mary Field', 'Inez Gay', 'Sol Gorss', 'William Gould', 'Creighton Hale', 'Charles Halton', 'Herbert Heywood', 'Gertrude Hoffmann', 'Olin Howland', 'Delos Jewkes', 'Payne B. Johnson', 'Fred Kelsey', 'Milton Kibbee', 'Mickey Kuhn', 'Harry Lewis', 'Vera Lewis', 'Audra Lindley', 'Becky Mack', 'Jean Maddox', 'Hank Mann', 'Frank Marlowe', 'Thomas Martin', 'Frank Mayo', 'Robert McKim', 'Mira McKinney', 'Freddie Mercer', 'Bess Meyers', 'Harold Miller', 'Jack Mower', 'George Nichols', ""Bob O'Connor"", 'Tempe Pigott', 'Jane Randolph', 'Gus Reed', 'Frank Reicher', 'Sam Rice', 'Ruth Robinson', 'Virginia Sale', 'Sandy Shaw', 'Reginald Simpson', 'Walter Soderling', 'Charlotte Treadway', 'Paula Trueman', 'Joyce Tucker', 'Dorothy Vaughan', 'Lottie Williams', 'Tom Wilson', 'Gig Young']",['Warner Bros. Pictures'],https://letterboxd.com//film/one-foot-in-heaven/
Sergeant York,1941,Howard Hawks,"['History', 'War', 'Drama']",nan,3.54,134,['USA'],English,"['English', 'German', 'French']",12002,10819,2055,"['Gary Cooper', 'Walter Brennan', 'Joan Leslie', 'George Tobias', 'Stanley Ridges', 'Margaret Wycherly', 'Ward Bond', 'Noah Beery Jr.', 'June Lockhart', 'Dickie Moore', 'Clem Bevans', 'Howard Da Silva', 'Charles Trowbridge', 'Harvey Stephens', 'David Bruce', 'Carl Esmond', 'Joe Sawyer', 'Pat Flaherty', 'Robert Porterfield', 'Erville Alderson', 'Murray Alper', 'Frank Faylen', 'James Anderson', 'Arthur Aylesworth', 'Eugene Beday', 'James Bush', 'Victor Zimmerman', 'Sonny Bupp', 'Sammy McKim', 'Nat Carr', 'John Dilson', 'Eddie Graham', 'Al Lloyd', 'Frank Mayo', 'Jack Mower', 'Lucia Carroll', 'Rita La Roy', 'Kay Sutton', 'Lane Chandler', 'Jack Pennick', 'Elisha Cook Jr.', 'Clyde Cook', 'Will Stanton', 'Ray Cooke', 'Paul Phillips', 'Roger Creed', 'Jean Del Val', 'Donald Douglas', 'Charles Drake', 'Steve Pendleton', 'Roland Drew', 'William Forrest', 'Arno Frey', 'Rolf Lindau', 'Sigfrid Tor', 'William Yetter Sr.', 'Frederick Giermann', 'Jody Gilbert', 'Joseph W. Girard', 'Russell Hicks', 'Selmer Jackson', 'Kit Guard', 'Ted Mapes', 'William Haade', 'Creighton Hale', 'Henry Hall', 'Frank McGlynn Sr.', 'Charles Middleton', 'Herbert Heywood', 'Si Jenks', 'Robert Milasch', 'Eddy Waller', 'George Irving', 'Jane Isbell', 'Edward Keane', 'Victor Kilian', 'Joe King', 'Frank Marlowe', 'Tully Marshall', 'Patrick McVey', 'Wallace Scott', 'Frank Orth', 'William Phillips', 'Harry Strang', 'Pat West', 'Frank Wilcox', 'Walter Sande', 'Mickey Rentschler', 'Dick Simmons', 'Ray Teal', 'Gig Young', 'Edwin Stanley', 'Theodore von Eltz', ""Lee 'Lasses' White"", 'Guy Wilkerson', 'Tom Wilson', 'Douglas Wood']",['Warner Bros. Pictures'],https://letterboxd.com//film/sergeant-york/
Suspicion,1941,Alfred Hitchcock,"['Mystery', 'Thriller', 'Romance']",4.5,3.53,99,['USA'],English,['English'],47135,20093,8414,"['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce', 'May Whitty', 'Isabel Jeans', 'Heather Angel', 'Auriol Lee', 'Reginald Sheffield', 'Leo G. Carroll', 'Billy Bevan', 'Faith Brook', 'Violet Campbell', 'Leonard Carey', 'David Clyde', 'Clyde Cook', 'Alec Craig', 'Carol Curtis-Brown', 'Vernon Downing', 'Rex Evans', 'Edward Fielding', 'Gavin Gordon', 'Lumsden Hare', 'Alfred Hitchcock', 'Gertrude Hoffmann', 'Kenneth Hunter', 'Dorothy Lloyd', 'Aubrey Mather', 'Nondas Metcalf', 'Rita Page', 'Hilda Plowright', 'Clara Reid', 'Maureen Roden-Ryan', 'Donald Stuart', 'Denis Tankard', 'Pax Walker', 'Ben Webster', 'Elsie Weller', 'Constance Worth']",['RKO Radio Pictures'],https://letterboxd.com//film/suspicion/
49th Parallel,1941,Michael Powell,"['Thriller', 'War', 'Drama']",nan,3.62,123,"['Canada', 'UK']",English,"['English', 'German', 'French']",6926,6468,1339,"['Leslie Howard', 'Laurence Olivier', 'Raymond Massey', 'Adolf Wohlbrück', 'Eric Portman', 'Raymond Lovell', 'Richard George', 'Niall MacGinnis', 'Peter Moore', 'John Chandos', 'Finlay Currie', 'Glynis Johns', 'Basil Appleby', 'Ley On', 'Charles Victor', 'Frederick Piper', 'Tawera Moana', 'Eric Clavering', 'Charles Rolfe', 'Theodore Salt', 'O.W. Fonger', 'George Alexander', 'Robert Beatty', 'Eric Berry', 'Gron Davies', 'Leslie Falardeau', 'Lionel Grose', 'Stuart Latham', 'Norman Luxton', 'Vincent Massey', 'Percy Parsons', 'Gerry Wilmot', 'Jack Hynes']",['Ortus Films'],https://letterboxd.com//film/49th-parallel/
Kings Row,1942,Sam Wood,"['Romance', 'Drama', 'Mystery']",nan,3.41,127,['USA'],English,"['English', 'French']",2545,3373,420,"['Ann Sheridan', 'Robert Cummings', 'Ronald Reagan', 'Betty Field', 'Charles Coburn', 'Claude Rains', 'Judith Anderson', 'Nancy Coleman', 'Kaaren Verne', 'Maria Ouspenskaya', 'Harry Davenport', 'Ernest Cossart', 'Ilka Grüning', 'Pat Moriarity', 'Minor Watson', 'Ludwig Stössel', 'Erwin Kalser', 'Egon Brecher', 'Ann E. Todd', 'Scotty Beckett', 'Douglas Croft', 'Mary Thomas', 'Julie Warren', 'Mary Scott', 'Bertha Powell']",['Warner Bros. Pictures'],https://letterboxd.com//film/kings-row/
The Magnificent Ambersons,1942,Orson Welles,"['Drama', 'History', 'Romance']",4.5,3.88,88,['USA'],English,['English'],43551,26892,10155,"['Joseph Cotten', 'Dolores Costello', 'Anne Baxter', 'Tim Holt', 'Agnes Moorehead', 'Ray Collins', 'Erskine Sanford', 'Richard Bennett', 'Orson Welles', 'Edwin August', 'Georgia Backus', 'Harry A. Bailey', 'Olive Ball', 'Jack Baxley', 'William Blees', 'Lyle Clement', 'Bobby Cooper', 'Don Dillaway', 'Heenan Elliott', 'John Elliott', 'William Elmer', 'James Fawcett', 'Mel Ford', 'Nancy Gates', 'Nina Guilbert', 'Maynard Holmes', 'Edward Howard', 'Harry Humphrey', 'Elmer Jerome', 'J. Louis Johnson', 'Lew Kelly', 'Del Lawrence', 'Bert LeBaron', 'John McGuire', 'Philip Morris', ""Anne O'Neal"", 'Gil Perkins', 'Charles R. Phipps', 'Hilda Plowright', 'Drew Roddy', 'Henry Roquemore', 'Jack Santoro', 'Gus Schilling', 'Kathryn Sheldon', 'Sada Simmons', 'Dorothy Vaughan', 'James Westerfield', 'Joe Whitehead']","['Mercury Productions', 'RKO Radio Pictures']",https://letterboxd.com//film/the-magnificent-ambersons/
Mrs. Miniver,1942,William Wyler,"['Romance', 'War', 'Drama']",nan,3.72,134,['USA'],English,"['English', 'German']",14591,18175,2837,"['Greer Garson', 'Walter Pidgeon', 'Teresa Wright', 'May Whitty', 'Reginald Owen', 'Henry Travers', 'Richard Ney', 'Henry Wilcoxon', 'Christopher Severn', 'Brenda Forbes', 'Clare Sandars', 'Marie De Becker', 'Helmut Dantine', 'John Abbott', 'Connie Leon', 'Rhys Williams', 'Tom Conway', 'Gibson Gowland', 'Peter Lawford', 'John Burton', 'Colin Kenny', 'William Ripley Dorr', 'Harry Allen', 'Frank Atkinson', 'Sybil Bacon', 'Frank Baker', 'Virginia Bassett', 'Louise Bates', 'Guy Bellis', 'Charles Bennett', 'Florence Benson', 'Art Berry Sr.', 'Billy Bevan', 'Ted Billings', 'Walter Byron', 'Colin Campbell', 'Leonard Carey', 'Aileen Carlyle', 'Herbert Clifton', 'David Clyde', 'Edward Cooper', 'Jules Cowles', 'Alec Craig', ""Sidney D'Albrook"", 'Joan Delmer', 'David Dunbar', 'Billy Engle', 'Herbert Evans', 'Mary Field', 'E.L. Fisher-Smith', 'Leslie Francis', 'Sidney Franklin', 'Douglas Gordon', 'Hugh Greenwood', 'Bobby Hale', 'Eddie Hall', 'Forrester Harvey', 'Billy Horn', 'Harold Howard', 'Charles Irwin', 'Henry King', 'Eric Lonsdale', 'Thomas Louden', 'Miles Mander', 'Stanley Mann', 'Aubrey Mather', 'Dan Maxwell', 'Dickie Meyers', 'Alice Mock', 'Eula Morgan', 'Ottola Nesmith', 'Gil Perkins', 'John Power', 'Charles Ray', 'Clara Reid', 'Paul Scardon', 'Leslie Sketchley', 'Gerald Oliver Smith', 'Vernon Steele', 'David Thursby', 'Tommy Tucker', 'Leslie Vincent', 'Kitty Watson', 'Ben Webster', 'Tudor Williams', 'Arthur Wimperis', 'Marek Windheim', 'Florence Wix', 'Ian Wolfe']",['Metro-Goldwyn-Mayer'],https://letterboxd.com//film/mrs-miniver/
The Pied Piper,1942,Irving Pichel,"['Drama', 'War']",nan,3.35,87,['USA'],English,"['English', 'French']",486,1963,65,"['Monty Woolley', 'Roddy McDowall', 'Anne Baxter', 'Otto Preminger', 'J. Carrol Naish', 'Lester Matthews', 'Jill Esmond', 'Ferike Boros', 'Peggy Ann Garner', 'Merrill Rodin', 'Maurice Tauzin', 'Fleurette Zama', 'William Edmunds', 'Marcel Dalio', 'Marcelle Corday', 'Odette Myrtil', 'Jean Del Val', 'Rudolph Anders', 'Henry Rowland', 'Helmut Dantine', 'George Davis']",['20th Century Fox'],https://letterboxd.com//film/the-pied-piper-1942/
The Pride of the Yankees,1942,Sam Wood,"['Drama', 'Family']",nan,3.58,128,['USA'],English,['English'],7212,5913,1381,"['Gary Cooper', 'Teresa Wright', 'Babe Ruth', 'Walter Brennan', 'Dan Duryea', 'Elsa Janssen', 'Ludwig Stössel', 'Virginia Gilmore', 'Bill Dickey', 'Ernie Adams', 'Pierre Watkin', 'Harry Harvey', 'Bob Meusel', 'Mark Koenig', 'Bill Stern', 'Addison Richards', 'Hardie Albright', 'Edward Fielding', 'George Lessey', 'Edgar Barrier', 'Douglas Croft', 'Gene Collins', 'David Holt', 'Veloz', 'Yolanda', 'Ed Agresti', 'Ernie Alexander', 'Anthony Walters', 'Hooper Atchley', 'Edwin August', 'Bettye Avery', 'Becky Bohanon', 'Lynton Brent', 'Roy Brent', 'Betty Brewer', 'Don Brodie', 'Charles Cane', 'Jack Carr', 'Burr Caruth', 'Eddy Chandler', 'Lane Chandler', 'Bill Chaney', 'Jack Chapin', 'Janet Chapman', 'Spencer Charters', 'Porter Chase', 'Dane Clark', 'Heinie Conklin', 'Hal Cooke', 'Clancy Cooper', 'John Daheim', 'Eva Dennison', 'Lester Dorr', 'Peter Du Rey', 'Lorna Dunn', 'Jim Farley', 'Frank Faylen', 'Walter Fenner', 'Pat Flaherty', 'Charles Flynn', 'Rosina Galli', 'Jack Gardner', 'Vaughan Glaser', 'Dick Gordon', 'Mary Gordon', 'Herschel Graham', 'George Guhl', 'Eddie Hall', 'Harry Hayden', 'Vinton Hayworth', ""Oscar 'Dutch' Hendrian"", 'John Hiestand', 'Earle Hodgins', 'Fay Holderness', 'John Ince', 'Mitchell Ingraham', 'Charles Irwin', 'Jack Irwin', 'Sheldon Jett', 'Payne B. Johnson', 'John Kellogg', 'Colin Kenny', 'Donald Kerr', 'Richard Kipling', 'Pat Lane', 'Larry Lawson', 'Rex Lease', 'Theodore Lorch', 'Frank Lyman', 'Wilbur Mack', 'Dave Manley', 'Maurice Marks', 'Francisco Marán', 'John C. McCallum', 'Ralph McCullough', 'George McDonald', 'Matt McHugh', 'James McNamara', 'Wilmuth Merkyl', 'Howard M. Mitchell', 'Irving Mitchell', 'Pat Moriarity', 'Tom Neal', 'Ray Noble', ""Patsy O'Byrne"", 'George Offerman, Jr.', 'John B. Old', 'Garry Owen', 'Sarah Padden', 'Emory Parnell', 'Edward Peil Sr.', 'Tom Quinn', 'Cyril Ring', 'Henry Roquemore', 'Art Rowlands', 'William Roy', 'Rip Russell', 'Francis Sayles', 'Anita Sharp-Bolster', 'C. Montague Shaw', 'Jack Shea', 'John Sheehan', 'Jack Stewart', 'Brick Sullivan', 'Ben Taggart', 'Walter Tetley', 'Jimmy Valentine', 'Gohr Van Vleck', 'Dorothy Vaughan', 'Dorothy Vernon', 'Malcolm Waite', 'James Westerfield', 'Guy Wilkerson', 'Max Willenz', 'Buddy Williams', 'Charles Williams', 'Robert Winkler', 'Allen Wood', 'Mike Donovan']",['Samuel Goldwyn Productions'],https://letterboxd.com//film/the-pride-of-the-yankees/
Random Harvest,1942,Mervyn LeRoy,"['Drama', 'Romance']",nan,3.88,126,['USA'],English,['English'],4652,5027,1369,"['Ronald Colman', 'Greer Garson', 'Philip Dorn', 'Susan Peters', 'Henry Travers', 'Reginald Owen', 'Bramwell Fletcher', 'Rhys Williams', ""Una O'Connor"", 'Aubrey Mather', 'Margaret Wycherly', 'Arthur Margetson', 'Melville Cooper', 'Alan Napier', 'Jill Esmond', 'Marta Linden', 'Ann Richards', 'Norma Varden', 'David Cavendish', 'Ivan F. Simpson', 'Marie De Becker', 'Charles Waldron', 'Elisabeth Risdon', 'John Burton', 'William Ripley Dorr', 'Ian Wolfe']",['Metro-Goldwyn-Mayer'],https://letterboxd.com//film/random-harvest/
